"KUMPULAN_PENDAPATAN","BUATAN","NAMA_MODEL_YANG_SEBENAR","Count(NO_IR)"
"T2","TOYOTA","VANGUARD",39
"T2","TOYOTA","VELLFIRE",19978
"T2","TOYOTA","VELOZ",1115
"T2","TOYOTA","VIOS",45340
"T2","TOYOTA","VOXY",717
"T2","TOYOTA","WALD",323
"T2","TOYOTA","WISH",6999
"T2","TOYOTA","YARIS",7784
"T2","VOLKSWAGEN","ARTEON",341
"T2","VOLKSWAGEN","BEETLE",1606
"T2","VOLKSWAGEN","CC",296
"T2","VOLKSWAGEN","EOS",63
"T2","VOLKSWAGEN","GOLF",2417
"T2","VOLKSWAGEN","JETTA",1140
"T2","VOLKSWAGEN","PASSAT",3038
"T2","VOLKSWAGEN","POLO",3093
"T2","VOLKSWAGEN","SCIROCCO",267
"T2","VOLKSWAGEN","SHARAN",217
"T2","VOLKSWAGEN","TIGUAN",3624
"T2","VOLKSWAGEN","TOUAREG",107
"T2","VOLKSWAGEN","TOURAN",218
"T2","VOLKSWAGEN","VENTO",778
"T2","VOLKSWAGEN","WALD",62
"T2","VOLVO","740",8
"T2","VOLVO","850",14
"T2","VOLVO","940",6
"T2","VOLVO","S40",216
"T2","VOLVO","S60",428
"T2","VOLVO","S70",8
"T2","VOLVO","S80",86
"T2","VOLVO","S90",167
"T2","VOLVO","V40",348
"T2","VOLVO","V50",14
"T2","VOLVO","V60",87
"T2","VOLVO","V90",8
"T2","VOLVO","XC40",1382
"T2","VOLVO","XC60",1544
"T2","VOLVO","XC90",1397
"T2","WESTSTAR MAXUS","G10",265
"T2","WESTSTAR MAXUS","MAXUS",18
"T2","WESTSTAR MAXUS","T60",4
"T2","WESTSTAR MAXUS","V80",2
