BUATAN,TAHUN_DIBUAT,NAMA_MODEL_YANG_SEBENAR,Count(DOSM_ID),CAR_AGE,PRICE(RM)
PEUGEOT,2016,2008,197,8,26975.22222
PEUGEOT,2016,208,184,8,23831.05556
BMW,2016,218I,184,8,66348.4375
BMW,2016,220I,2,8,58750
MAZDA,2016,3,2247,8,59663.39
PEUGEOT,2016,3008,98,8,26953.84615
PEUGEOT,2016,308,242,8,35294.15385
BMW,2016,318I,922,8,74539.60227
BMW,2016,320D,35,8,88000
BMW,2016,320I,1224,8,95544.7803
BMW,2016,328I,90,8,93966.66667
BMW,2016,330E,675,8,71819.04167
BMW,2016,330I,205,8,129885.5833
PEUGEOT,2016,408,744,8,18812.5
BMW,2016,420I,46,8,133900
BMW,2016,430I,53,8,140162.6667
ALFA ROMEO,2016,4C,1,8,338000
MAZDA,2016,5,21,8,60899.5
BMW,2016,520D,37,8,114400
BMW,2016,520I,630,8,116398.1692
BMW,2016,528I,337,8,127444.7097
MCLAREN,2016,570S,9,8,760722
MAZDA,2016,6,155,8,76888.22414
MCLAREN,2016,675LT,3,8,1903333.333
PORSCHE,2016,718,75,8,307765.3333
BMW,2016,730LI,311,8,160536.2439
BMW,2016,740LI,88,8,186384.6154
TOYOTA,2016,86,145,8,145233.7391
PORSCHE,2016,911,123,8,885419.4483
MERCEDES BENZ,2016,A180,591,8,108290.2963
MERCEDES BENZ,2016,A200,163,8,110657.2105
MERCEDES BENZ,2016,A250,178,8,117887.4
AUDI,2016,A3,200,8,57465.92593
AUDI,2016,A4,286,8,83206.2
AUDI,2016,A5,13,8,110849.5
HONDA,2016,ACCORD,4016,8,75522.79602
NISSAN,2016,ALMERA,15312,8,35397.80843
TOYOTA,2016,ALPHARD,3515,8,189275.3797
PERODUA,2016,ALZA,32177,8,38867.21138
MITSUBISHI,2016,ASX,2378,8,51879.48837
MITSUBISHI,2016,ATTRAGE,458,8,28800
TOYOTA,2016,AVANZA,1995,8,46865.8
LAMBORGHINI,2016,AVENTADOR,5,8,2550000
PERODUA,2016,AXIA,81436,8,26183.52529
MERCEDES BENZ,2016,B180,4,8,138000
VOLKSWAGEN,2016,BEETLE,40,8,76993.6
BENTLEY,2016,BENTAYGA,23,8,795750
PERODUA,2016,BEZZA,34468,8,33820.11111
MAZDA,2016,BIANTE,146,8,64879.76923
SUBARU,2016,BRZ,38,8,114880.6667
MERCEDES BENZ,2016,C180,275,8,123971.5333
MERCEDES BENZ,2016,C200,662,8,135294.735
MERCEDES BENZ,2016,C250,74,8,154037.188
MERCEDES BENZ,2016,C300,83,8,166645.9286
CHEVROLET,2016,CAMARO,1,8,248000
TOYOTA,2016,CAMRY,3095,8,78908.54023
RENAULT,2016,CAPTUR,323,8,26846.15385
PORSCHE,2016,CAYENNE,54,8,239807.1429
PORSCHE,2016,CAYMAN,59,8,610250
KIA,2016,CERATO,903,8,40717.32
DODGE/COMMER,2016,CHALLENGER,2,8,688500
HONDA,2016,CITY,28093,8,48478.77807
HONDA,2016,CIVIC,10867,8,84384.29075
MERCEDES BENZ,2016,CLA180,404,8,123412.2667
MERCEDES BENZ,2016,CLA200,152,8,129098.7333
MERCEDES BENZ,2016,CLA250,114,8,144286.5909
RENAULT,2016,CLIO,17,8,37694
BMW,2016,CLUBMAN,7,8,114239.3182
MINI,2016,CLUBMAN,24,8,114239.3182
BMW,2016,COUNTRYMAN,1,8,95162.35294
MINI,2016,COUNTRYMAN,18,8,95162.35294
HONDA,2016,CR-V,4721,8,69379.2605
NISSAN,2016,CUBE,8,8,68000
ROLLS ROYCE,2016,DAWN,2,8,1690000
LAND ROVER,2016,DEFENDER,91,8,222725
CITROEN,2016,DS3,9,8,29800
MERCEDES BENZ,2016,E200,1179,8,154655.0708
MERCEDES BENZ,2016,E250,964,8,160454.2222
MERCEDES BENZ,2016,E300,38,8,68048.8
FORD,2016,ECOSPORT,57,8,30000
HYUNDAI,2016,ELANTRA,85,8,38072.27273
INOKOM CORPORATION SDN. BHD.,2016,ELANTRA,28,8,38072.27273
NISSAN,2016,ELGRAND,24,8,91250
PROTON,2016,ERTIGA,533,8,38924.75
TOYOTA,2016,ESTIMA,1493,8,141044.7627
PROTON,2016,EXORA,5055,8,29326.62687
JAGUAR,2016,F-PACE,21,8,236222
FORD,2016,FIESTA,123,8,26346.25
RENAULT,2016,FLUENCE,247,8,24094
FORD,2016,FOCUS,297,8,42090.07692
SUBARU,2016,FORESTER,3339,8,54787.375
TOYOTA,2016,FORTUNER,1519,8,98160.33333
SMART,2016,FORTWO,11,8,82800
WESTSTAR MAXUS,2016,G10,130,8,67821.88889
MERCEDES BENZ,2016,G350,10,8,460500
MASERATI,2016,GHIBLI,22,8,229800
ROLLS ROYCE,2016,GHOST,13,8,928000
MERCEDES BENZ,2016,GLA180,150,8,116800
MERCEDES BENZ,2016,GLA200,1,8,107237.7778
MERCEDES BENZ,2016,GLA250,189,8,123464.4348
MERCEDES BENZ,2016,GLC250,766,8,169356.7349
MERCEDES BENZ,2016,GLE350,9,8,243250
MERCEDES BENZ,2016,GLE400,45,8,221790.9091
MERCEDES BENZ,2016,GLE450,64,8,253875
VOLKSWAGEN,2016,GOLF,223,8,103718.5
NISSAN,2016,GT-R,28,8,511000
TOYOTA,2016,HARRIER,1281,8,115913.8485
TOYOTA,2016,HIACE,925,8,82055.02564
TOYOTA,2016,HILUX,10489,8,80885.64045
HONDA,2016,HR-V,22976,8,60720.92774
LAMBORGHINI,2016,HURACAN,25,8,1097432.762
INOKOM CORPORATION SDN. BHD.,2016,I10,61,8,14900
BMW,2016,I8,22,8,433000
TOYOTA,2016,INNOVA,1451,8,58641.36842
HYUNDAI,2016,IONIQ,20,8,39999
PROTON,2016,IRIZ,9737,8,24042.21849
HONDA,2016,JADE,125,8,98487.33333
HONDA,2016,JAZZ,15928,8,53292.59211
VOLKSWAGEN,2016,JETTA,228,8,40332
RENAULT,2016,KOLEOS,53,8,64344
MITSUBISHI,2016,LANCER,158,8,73837.5
MASERATI,2016,LEVANTE,1,8,320000
LEXUS,2016,LX570,107,8,386850.5455
TOYOTA,2016,LX570,1,8,386850.5455
BMW,2016,M2,25,8,250000
BMW,2016,M3,7,8,328000
BMW,2016,M4,64,8,247266.3333
GREAT WALL,2016,M4,840,8,247266.3333
PORSCHE,2016,MACAN,364,8,240943.8434
WESTSTAR MAXUS,2016,MAXUS,5,8,62020
RENAULT,2016,MEGANE,9,8,109618.1429
FORD,2016,MUSTANG,528,8,180449.3594
MUSTANG,2016,MUSTANG,4,8,180449.3594
MAZDA,2016,MX-5,1,8,149444
PERODUA,2016,MYVI,47092,8,34528.71053
NISSAN,2016,NAVARA,9,8,60346.35211
LEXUS,2016,NX200T,266,8,161780.9444
HONDA,2016,ODYSSEY,325,8,113900
MITSUBISHI,2016,OUTLANDER,821,8,70618.20339
PORSCHE,2016,PANAMERA,20,8,358000
VOLKSWAGEN,2016,PASSAT,339,8,50451.5122
PROTON,2016,PERDANA,1240,8,47265.01724
PROTON,2016,PERSONA,13642,8,28850.9
KIA,2016,PICANTO,135,8,32611
VOLKSWAGEN,2016,POLO,733,8,29591.07143
PROTON,2016,PREVE,2249,8,28293.65217
AUDI,2016,Q3,193,8,78662.85714
AUDI,2016,Q5,64,8,76533
AUDI,2016,Q7,71,8,182196.1176
AUDI,2016,R8,1,8,733500
FORD,2016,RANGER,4874,8,63397.30833
LAND ROVER,2016,RANGER,1,8,63397.30833
LEXUS,2016,RC200T,11,8,199999
KIA,2016,RIO,904,8,31136.15385
AUDI,2016,RS3,18,8,230000
AUDI,2016,RS6,8,8,468000
TOYOTA,2016,RUSH,59,8,45999
LEXUS,2016,RX200T,617,8,193737.4844
MERCEDES BENZ,2016,S400L,784,8,151080.7778
MERCEDES BENZ,2016,S500,2,8,289500
MERCEDES BENZ,2016,S600,2,8,798000
HONDA,2016,S660,12,8,119999
PROTON,2016,SAGA,29557,8,21983.31731
NISSAN,2016,SERENA,9,8,62135.94318
HONDA,2016,SHUTTLE,11,8,82000
TOYOTA,2016,SIENTA,2370,8,57826.4382
MERCEDES BENZ,2016,SLC200,24,8,178500
MERCEDES BENZ,2016,SLC300,9,8,204350
KIA,2016,SORENTO,315,8,61513.85714
KIA,2016,SPORTAGE,562,8,54196.03448
NISSAN,2016,TEANA,787,8,54322.56818
MITSUBISHI,2016,TRITON,2712,8,61078.29412
AUDI,2016,TT,150,8,160484.6522
HYUNDAI,2016,TUCSON,620,8,54885.93333
VOLVO,2016,V40,179,8,63255
TOYOTA,2016,VELLFIRE,7235,8,183181.375
VOLKSWAGEN,2016,VENTO,997,8,27870.2
FOTON,2016,VIEW,30,8,16800
TOYOTA,2016,VIOS,21145,8,50687.21379
TOYOTA,2016,VOXY,496,8,111500
TOYOTA,2016,WISH,1239,8,76021.92308
ROLLS ROYCE,2016,WRAITH,5,8,1280000
CHRYSLER,2016,WRANGLER,1,8,188888
JEEP,2016,WRANGLER,23,8,188888
NISSAN,2016,X-TRAIL,7234,8,53695.95785
BMW,2016,X1,667,8,87358.14516
BMW,2016,X3,270,8,86419.88889
BMW,2016,X4,141,8,136895.1579
BMW,2016,X5,420,8,112597.7209
BMW,2016,X6,38,8,182366.6667
VOLVO,2016,XC60,71,8,80894
VOLVO,2016,XC90,377,8,143485.8947
JAGUAR,2016,XF,30,8,139800
SUBARU,2016,XV,1304,8,48207.64762
BMW,2016,Z4,14,8,122899.5
BMW,2017,118I,284,7,89822.07843
MAZDA,2017,2,1640,7,52102.04225
BMW,2017,218I,1,7,56399.66667
BMW,2017,220I,1,7,79350
MAZDA,2017,3,744,7,67038.83333
PEUGEOT,2017,3008,229,7,53979.5
PEUGEOT,2017,308,59,7,36999
BMW,2017,318I,845,7,84154.52703
BMW,2017,320I,8,7,94608.9
BMW,2017,330E,1912,7,90159.6
PEUGEOT,2017,408,79,7,34599.33333
BMW,2017,420I,27,7,129900
BMW,2017,430I,17,7,154483
MAZDA,2017,5,1,7,88800
BMW,2017,520I,129,7,123963.7778
BMW,2017,530I,1209,7,174308.907
MCLAREN,2017,570S,8,7,810919.8
MAZDA,2017,6,84,7,81595
PORSCHE,2017,718,280,7,342813.1892
MCLAREN,2017,720S,11,7,1190174.5
BMW,2017,730LI,1,7,198500
TOYOTA,2017,86,340,7,144460
PORSCHE,2017,911,107,7,736859.3636
MERCEDES BENZ,2017,A180,538,7,121912.375
MERCEDES BENZ,2017,A200,388,7,117012.24
MERCEDES BENZ,2017,A250,191,7,138330.8148
AUDI,2017,A4,158,7,118270.5455
HONDA,2017,ACCORD,3391,7,90990.14855
NISSAN,2017,ALMERA,8075,7,35805.54321
AVELING BARFORD,2017,ALPHARD,1,7,199719.5169
TOYOTA,2017,ALPHARD,3707,7,199719.5169
PERODUA,2017,ALZA,26837,7,40762.93182
MITSUBISHI,2017,ASX,766,7,53460.46667
TOYOTA,2017,AVANZA,2044,7,51681.625
LAMBORGHINI,2017,AVENTADOR,18,7,1833995.333
PERODUA,2017,AXIA,62102,7,30558.06122
MERCEDES BENZ,2017,B180,8,7,89000
VOLKSWAGEN,2017,BEETLE,263,7,92127.33333
BENTLEY,2017,BENTAYGA,12,7,672266.6667
PERODUA,2017,BEZZA,49514,7,35390.74278
MAZDA,2017,BIANTE,133,7,74647.23077
HONDA,2017,BR-V,16668,7,54024.03203
SUBARU,2017,BRZ,74,7,131388
TOYOTA,2017,C-HR,152,7,129866.6667
MERCEDES BENZ,2017,C180,352,7,153693.1034
MERCEDES BENZ,2017,C200,434,7,145912.9071
MERCEDES BENZ,2017,C250,67,7,175819.75
MERCEDES BENZ,2017,C300,54,7,206541
TOYOTA,2017,CAMRY,2431,7,94912.84328
RENAULT,2017,CAPTUR,215,7,27829.33333
KIA,2017,CARNIVAL,508,7,114939.4
KIA,2017,CERATO,832,7,50840.36
HONDA,2017,CITY,29441,7,56513.35011
HONDA,2017,CIVIC,13414,7,87755.75415
MERCEDES BENZ,2017,CLA180,471,7,135891
MERCEDES BENZ,2017,CLA200,388,7,138760.3333
MERCEDES BENZ,2017,CLA250,63,7,149657.4
BMW,2017,CLUBMAN,9,7,125680.1087
MINI,2017,CLUBMAN,46,7,125680.1087
CHEVROLET,2017,COLORADO,146,7,69800
BMW,2017,COOPER,203,7,134436.7778
MINI,2017,COOPER,841,7,134436.7778
BMW,2017,COUNTRYMAN,2,7,141547.8868
MINI,2017,COUNTRYMAN,39,7,141547.8868
HONDA,2017,CR-V,7762,7,97263.47303
BMW,2017,CROSSOVER,10,7,209666.6667
MINI,2017,CROSSOVER,2,7,209666.6667
NISSAN,2017,CUBE,8,7,73000
ROLLS ROYCE,2017,DAWN,3,7,1533332.818
LAND ROVER,2017,DISCOVERY,7,7,279000
MERCEDES BENZ,2017,E200,273,7,181859.3333
MERCEDES BENZ,2017,E250,137,7,186497.2653
MERCEDES BENZ,2017,E300,130,7,233055.48
MERCEDES BENZ,2017,E400,8,7,258000
FORD,2017,ECOSPORT,4,7,36888
NISSAN,2017,ELGRAND,60,7,116280
PROTON,2017,ERTIGA,5987,7,36805.33962
CADILLAC,2017,ESCALADE,2,7,450428.5714
TOYOTA,2017,ESTIMA,685,7,149568.963
PROTON,2017,EXORA,4570,7,34062.09375
JAGUAR,2017,F-PACE,5,7,288000
HONDA,2017,FIT,19,7,122500
SUBARU,2017,FORESTER,1153,7,53406.12658
TOYOTA,2017,FORTUNER,2772,7,113888.6234
SMART,2017,FORTWO,13,7,88800
WESTSTAR MAXUS,2017,G10,247,7,69806.33333
MERCEDES BENZ,2017,G350,6,7,521188.8
MASERATI,2017,GHIBLI,38,7,193000
ROLLS ROYCE,2017,GHOST,11,7,1325269.714
ALFA ROMEO,2017,GIULIA,4,7,397629.3333
MERCEDES BENZ,2017,GLA180,108,7,127209
MERCEDES BENZ,2017,GLA200,378,7,126477.2857
MERCEDES BENZ,2017,GLA250,401,7,141150.9286
MERCEDES BENZ,2017,GLC200,57,7,160698.14
MERCEDES BENZ,2017,GLC250,1211,7,181197.0943
MERCEDES BENZ,2017,GLE400,1,7,239233.3333
MERCEDES BENZ,2017,GLE43,8,7,326194.4167
VOLKSWAGEN,2017,GOLF,174,7,169169.3871
LEXUS,2017,GS200T,4,7,189800
LEXUS,2017,GS300,1,7,189999
NISSAN,2017,GT-R,70,7,661063.5
GREAT WALL,2017,H1,15,7,20349.75
TOYOTA,2017,HARRIER,2075,7,134482
TOYOTA,2017,HIACE,35,7,83022.45455
TOYOTA,2017,HILUX,10694,7,90110.48276
HONDA,2017,HR-V,17472,7,65829.5687
LAMBORGHINI,2017,HURACAN,22,7,1439259.259
BMW,2017,I8,13,7,528888
TOYOTA,2017,INNOVA,4837,7,80153.85714
HYUNDAI,2017,IONIQ,919,7,48196.34884
PROTON,2017,IRIZ,3967,7,24440.19355
LEXUS,2017,IS200T,24,7,185000
LEXUS,2017,IS300,2,7,189800
HONDA,2017,JAZZ,13232,7,57906.45274
VOLKSWAGEN,2017,JETTA,641,7,53753.28571
RENAULT,2017,KOLEOS,47,7,70946.35294
LEXUS,2017,LC500,18,7,525250
MASERATI,2017,LEVANTE,36,7,344449.25
SUBARU,2017,LEVORG,22,7,124000
LEXUS,2017,LX570,63,7,422150
BMW,2017,M2,31,7,277400
BMW,2017,M4,45,7,642333.3333
GREAT WALL,2017,M4,102,7,642333.3333
PORSCHE,2017,MACAN,278,7,291385.7742
FORD,2017,MUSTANG,445,7,192401.4909
MUSTANG,2017,MUSTANG,1,7,192401.4909
MAZDA,2017,MX-5,7,7,149450
PERODUA,2017,MYVI,52887,7,38968.36042
HONDA,2017,N-BOX,6,7,86650
TOYOTA,2017,NOAH,132,7,140000
HONDA,2017,NSX,4,7,805714.2857
LEXUS,2017,NX200T,111,7,163986.1081
LEXUS,2017,NX300,51,7,198200
HONDA,2017,ODYSSEY,395,7,131200
MITSUBISHI,2017,OUTLANDER,481,7,71315.29412
PORSCHE,2017,PANAMERA,95,7,488868.2564
VOLKSWAGEN,2017,PASSAT,855,7,71592.07292
PROTON,2017,PERDANA,870,7,48080.13333
PROTON,2017,PERSONA,16866,7,31568.38679
VOLKSWAGEN,2017,POLO,1253,7,32833.17391
PROTON,2017,PREVE,1043,7,29578.3617
AUDI,2017,Q3,78,7,87888
AUDI,2017,Q7,11,7,202670
AUDI,2017,R8,2,7,803142.8571
FORD,2017,RANGER,4216,7,67277.04386
LAND ROVER,2017,RANGER,1,7,67277.04386
LEXUS,2017,RC200T,8,7,225000
KIA,2017,RIO,593,7,35581.40741
TOYOTA,2017,ROOMY,8,7,83000
AUDI,2017,RS5,2,7,398000
AUDI,2017,RS6,3,7,498350
LEXUS,2017,RX200T,796,7,220606.1059
TOYOTA,2017,RX200T,3,7,220606.1059
AUDI,2017,S3,11,7,198000
AUDI,2017,S4,4,7,265400
MERCEDES BENZ,2017,S400L,265,7,204674.8333
HONDA,2017,S660,9,7,165000
VOLVO,2017,S90,60,7,152511.4118
PROTON,2017,SAGA,26148,7,24921.48731
VOLKSWAGEN,2017,SCIROCCO,1,7,177000
NISSAN,2017,SERENA,1,7,67579.37879
TOYOTA,2017,SIENTA,1815,7,61967.94737
MERCEDES BENZ,2017,SLC200,10,7,176800
MERCEDES BENZ,2017,SLC300,6,7,192458.6667
KIA,2017,SORENTO,468,7,72560.91667
KIA,2017,SPORTAGE,511,7,59283.59375
MERCEDES BENZ,2017,SPRINTER,4,7,558000
TOYOTA,2017,TANK,85,7,75000
NISSAN,2017,TEANA,218,7,55908
VOLKSWAGEN,2017,TIGUAN,1116,7,79946.30508
PEUGEOT,2017,TRAVELLER,94,7,78976.8
MITSUBISHI,2017,TRITON,3181,7,66427.77273
AUDI,2017,TT,78,7,203794.5
AUDI,2017,TTS,17,7,223000
HYUNDAI,2017,TUCSON,261,7,67869.83333
MERCEDES BENZ,2017,V220,4,7,335000
VOLVO,2017,V90,13,7,148000
TOYOTA,2017,VELLFIRE,6020,7,191597.8581
VOLKSWAGEN,2017,VENTO,1560,7,29081.05882
FOTON,2017,VIEW,50,7,61466.66667
TOYOTA,2017,VIOS,22266,7,55478.07372
TOYOTA,2017,VOXY,879,7,129999.6667
AVELING BARFORD,2017,WISH,1,7,70374.625
TOYOTA,2017,WISH,905,7,70374.625
JEEP,2017,WRANGLER,27,7,225000
NISSAN,2017,X-TRAIL,5464,7,58760.53906
BMW,2017,X1,819,7,97078.01053
BMW,2017,X4,1,7,139800
BMW,2017,X5,2093,7,119227.8421
BMW,2017,X6,13,7,233760
VOLVO,2017,XC60,104,7,90367.16667
VOLVO,2017,XC90,340,7,172446.6078
JAGUAR,2017,XF,1,7,129525.3333
SUBARU,2017,XV,101,7,56113.37037
BMW,2017,Z4,2,7,299000
BMW,2018,118I,201,6,97712
MAZDA,2018,2,915,6,55158.33333
MAZDA,2018,3,946,6,83814.79661
PEUGEOT,2018,3008,1069,6,74211.13793
BMW,2018,318I,963,6,93833.70886
BMW,2018,320I,3,6,127800
BMW,2018,330E,1914,6,106017.2792
BMW,2018,420I,14,6,182271.2857
BMW,2018,430I,12,6,211840
BMW,2018,5,1,6,91800
PEUGEOT,2018,5008,191,6,92058.33333
BMW,2018,523D,11,6,232918.875
BMW,2018,523I,11,6,204845.3864
BMW,2018,530E,1498,6,139702.4245
BMW,2018,530I,533,6,200383.4878
BMW,2018,540I,5,6,274817.0909
MCLAREN,2018,570GT,3,6,798000
MCLAREN,2018,570S,14,6,906176.1481
MAZDA,2018,6,82,6,107909.0909
PORSCHE,2018,718,323,6,381330.2203
MCLAREN,2018,720S,27,6,1216860.823
BMW,2018,740LE,6,6,183722.375
TOYOTA,2018,86,195,6,158702.7391
PORSCHE,2018,911,111,6,995141.4301
MERCEDES BENZ,2018,A180,597,6,161540.9839
MERCEDES BENZ,2018,A200,426,6,157548.8596
MERCEDES BENZ,2018,A250,284,6,178360.6477
AUDI,2018,A4,3,6,114141.1429
AUDI,2018,A5,20,6,203877.7778
AUDI,2018,A6,1,6,248844
AUDI,2018,A7,11,6,338105.8824
AUDI,2018,A8,4,6,563000
HONDA,2018,ACCORD,1864,6,96567.09322
NISSAN,2018,ALMERA,5790,6,41111.69912
TOYOTA,2018,ALPHARD,6583,6,229855.2056
PERODUA,2018,ALZA,22187,6,45788.56934
MITSUBISHI,2018,ASX,448,6,60376.05
TOYOTA,2018,AVANZA,2275,6,52999.82759
LAMBORGHINI,2018,AVENTADOR,12,6,2183628.741
PERODUA,2018,AXIA,66324,6,30574.58103
MERCEDES BENZ,2018,B180,2,6,129266.6667
VOLKSWAGEN,2018,BEETLE,511,6,105080.0462
BENTLEY,2018,BENTAYGA,15,6,897370.2222
PERODUA,2018,BEZZA,46299,6,36441.24286
HONDA,2018,BR-V,10631,6,56066.46277
TOYOTA,2018,C-HR,3909,6,107053.4808
MERCEDES BENZ,2018,C180,423,6,178226.3826
MERCEDES BENZ,2018,C200,1263,6,175015.1477
MERCEDES BENZ,2018,C250,30,6,171463.8684
MERCEDES BENZ,2018,C300,482,6,195674.7103
TOYOTA,2018,CAMRY,1536,6,105444.25
RENAULT,2018,CAPTUR,651,6,36724.82353
KIA,2018,CARNIVAL,629,6,132999
PORSCHE,2018,CAYENNE,112,6,430351.5684
PORSCHE,2018,CAYMAN,18,6,337275
KIA,2018,CERATO,1217,6,55336.6
TOYOTA,2018,CH-R,8,6,99806.81818
HONDA,2018,CITY,33471,6,59579.39572
HONDA,2018,CIVIC,16024,6,110349.4812
MERCEDES BENZ,2018,CLA180,380,6,161070.399
MERCEDES BENZ,2018,CLA200,247,6,153158.5
MERCEDES BENZ,2018,CLA220,13,6,160710
MERCEDES BENZ,2018,CLA250,20,6,164390.9091
MERCEDES BENZ,2018,CLS450,13,6,322633.5106
BMW,2018,CLUBMAN,20,6,153303.125
MINI,2018,CLUBMAN,14,6,153303.125
BMW,2018,COUNTRYMAN,2,6,174136.7641
MINI,2018,COUNTRYMAN,9,6,174136.7641
HONDA,2018,CR-V,11912,6,104541.1992
TOYOTA,2018,CROWN,8,6,243640
ROLLS ROYCE,2018,CULLINAN,2,6,2238823.529
MAZDA,2018,CX-9,1,6,147581.8889
CITROEN,2018,DS5,34,6,74600
MERCEDES BENZ,2018,E200,224,6,219505.3413
MERCEDES BENZ,2018,E250,111,6,234769.6351
MERCEDES BENZ,2018,E300,182,6,244060.5851
MERCEDES BENZ,2018,E400,3,6,348952
MERCEDES BENZ,2018,E450,1,6,411091.8
NISSAN,2018,ELGRAND,58,6,144941.4634
PROTON,2018,ERTIGA,4403,6,36395.72549
TOYOTA,2018,ESQUIRE,16,6,141270.5882
TOYOTA,2018,ESTIMA,373,6,174556.4615
PROTON,2018,EXORA,3399,6,37277.42857
JAGUAR,2018,F-PACE,18,6,226319.9333
JAGUAR,2018,F-TYPE,4,6,349500
HONDA,2018,FIT,23,6,122875
SUBARU,2018,FORESTER,1640,6,64036.34615
TOYOTA,2018,FORTUNER,2588,6,130417.6875
WESTSTAR MAXUS,2018,G10,268,6,146293.5625
MERCEDES BENZ,2018,G350,7,6,499666.6667
ROLLS ROYCE,2018,GHOST,5,6,1647142.857
ALFA ROMEO,2018,GIULIA,4,6,298081
MERCEDES BENZ,2018,GLA180,58,6,153424.3731
MERCEDES BENZ,2018,GLA200,208,6,132307.0833
MERCEDES BENZ,2018,GLA220,40,6,157607.6444
MERCEDES BENZ,2018,GLA250,179,6,162956.4318
MERCEDES BENZ,2018,GLC200,62,6,199980.8062
MERCEDES BENZ,2018,GLC250,1524,6,219443.7216
MERCEDES BENZ,2018,GLE43,20,6,389700
MERCEDES BENZ,2018,GLE63,1,6,824000
VOLKSWAGEN,2018,GOLF,403,6,167308.4172
MASERATI,2018,GRANTURISMO,1,6,499999
NISSAN,2018,GT-R,56,6,853119.0556
GREAT WALL,2018,H1,3,6,22400
TOYOTA,2018,HARRIER,2266,6,150101.9764
TOYOTA,2018,HIACE,33,6,89336
TOYOTA,2018,HILUX,12181,6,97800.50575
HONDA,2018,HR-V,7772,6,69973.65574
LAMBORGHINI,2018,HURACAN,48,6,1460216.965
BMW,2018,I3,1,6,105900
BMW,2018,I8,16,6,470314.35
TOYOTA,2018,INNOVA,3737,6,88724.97857
HYUNDAI,2018,IONIQ,434,6,54652.53846
PROTON,2018,IRIZ,2433,6,29037
LEXUS,2018,IS300,14,6,208066.6667
HONDA,2018,JADE,54,6,122776.9231
HONDA,2018,JAZZ,13255,6,59806.18719
VOLKSWAGEN,2018,JETTA,183,6,56235.86667
SUZUKI,2018,JIMNY,63,6,173500
RENAULT,2018,KOLEOS,59,6,84794.90909
LEXUS,2018,LC500,16,6,570000
MASERATI,2018,LEVANTE,30,6,362400
SUBARU,2018,LEVORG,13,6,154166.6667
LEXUS,2018,LS500,11,6,485600
LEXUS,2018,LX450D,5,6,503823.9167
LEXUS,2018,LX570,51,6,456000
BMW,2018,M2,30,6,282517.6
BMW,2018,M3,5,6,449538.25
BMW,2018,M4,35,6,334580
BMW,2018,M5,29,6,490219.5
BMW,2018,M850I,2,6,380000
PORSCHE,2018,MACAN,181,6,280266.5187
WESTSTAR MAXUS,2018,MAXUS,42,6,63900
FORD,2018,MUSTANG,331,6,229120.6429
MUSTANG,2018,MUSTANG,2,6,229120.6429
PERODUA,2018,MYVI,78475,6,44885.68398
HONDA,2018,N-BOX,34,6,92347.15385
NISSAN,2018,NAVARA,2120,6,74531.85714
TOYOTA,2018,NOAH,192,6,137369.0773
LEXUS,2018,NX200T,1,6,193650
LEXUS,2018,NX300,335,6,205426.6259
HONDA,2018,ODYSSEY,245,6,157413
BMW,2018,ONE,16,6,98333.33333
MINI,2018,ONE,11,6,98333.33333
MITSUBISHI,2018,OUTLANDER,2439,6,90768.83333
PORSCHE,2018,PANAMERA,61,6,495126
VOLKSWAGEN,2018,PASSAT,1161,6,78980.01389
PROTON,2018,PERDANA,422,6,53178.13793
PROTON,2018,PERSONA,14782,6,32363.83333
KIA,2018,PICANTO,2112,6,36694.89535
VOLKSWAGEN,2018,POLO,1244,6,37353.28571
PROTON,2018,PREVE,456,6,33262.95122
AUDI,2018,Q3,18,6,87999
AUDI,2018,Q5,2,6,222000
AUDI,2018,Q8,16,6,381629.3333
MASERATI,2018,QUATTROPORTE,1,6,598000
FORD,2018,RANGER,4220,6,80675.26364
LAND ROVER,2018,RANGER,3,6,80675.26364
LEXUS,2018,RC300,14,6,257337.25
KIA,2018,RIO,255,6,47305.71429
MAZDA,2018,ROADSTER,86,6,164933.3333
TOYOTA,2018,ROOMY,12,6,91666.66667
AUDI,2018,RS3,56,6,309938.7
AUDI,2018,RS5,2,6,418000
AUDI,2018,RS6,2,6,538066.6
LEXUS,2018,RX300,623,6,252618.3464
TOYOTA,2018,RX300,2,6,252618.3464
AUDI,2018,S3,2,6,222090.6364
AUDI,2018,S4,3,6,319999
AUDI,2018,S5,9,6,320788.5
VOLVO,2018,S60,9,6,83888
HONDA,2018,S660,21,6,167200
VOLVO,2018,S90,117,6,163894.4
PROTON,2018,SAGA,26083,6,27730.57971
NISSAN,2018,SERENA,4602,6,88464.53439
TOYOTA,2018,SIENTA,1377,6,69696
MERCEDES BENZ,2018,SLC180,7,6,207000
MERCEDES BENZ,2018,SLC300,2,6,199393.1667
KIA,2018,SORENTO,377,6,75800
KIA,2018,SPORTAGE,387,6,68894.90909
MERCEDES BENZ,2018,SPRINTER,2,6,218000
AUDI,2018,SQ5,3,6,380155
ALFA ROMEO,2018,STELVIO,1,6,268000
FIAT,2018,SWIFT,2,6,108883.3333
SUZUKI,2018,SWIFT,63,6,108883.3333
TOYOTA,2018,TANK,88,6,91550
NISSAN,2018,TEANA,330,6,66894.52174
VOLKSWAGEN,2018,TIGUAN,1770,6,91458.32258
MITSUBISHI,2018,TRITON,3899,6,83325.35526
AUDI,2018,TT,20,6,328975.1111
