BUATAN,NAMA_MODEL_YANG_SEBENAR,TAHUN_DIBUAT,KUMPULAN_PENDAPATAN,Count(NO_IR)
FORD,MUSTANG,2021,P9,3
FORD,MUSTANG,2022,P9,1
FORD,RANGER,2000,P9,83
FORD,RANGER,2002,P9,189
FORD,RANGER,2003,P9,149
FORD,RANGER,2004,P9,151
FORD,RANGER,2007,P9,78
FORD,RANGER,2008,P9,32
FORD,RANGER,2009,P9,109
FORD,RANGER,2010,P9,135
FORD,RANGER,2011,P9,134
FORD,RANGER,2012,P9,261
FORD,RANGER,2013,P9,554
FORD,RANGER,2014,P9,961
FORD,RANGER,2015,P9,667
FORD,RANGER,2016,P9,651
FORD,RANGER,2017,P9,536
FORD,RANGER,2018,P9,620
FORD,RANGER,2019,P9,683
FORD,RANGER,2020,P9,303
FORD,RANGER,2021,P9,381
FORD,RANGER,2022,P9,564
FORD,RANGER,2023,P9,601
FORD,S-MAX,2011,P9,7
FORD,TRANSIT,2014,P9,3
FOTON,VIEW,2013,P9,2
FOTON,VIEW,2015,P9,2
FOTON,VIEW,2016,P9,2
FOTON,VIEW,2017,P9,5
FOTON,VIEW,2018,P9,10
FOTON,VIEW,2019,P9,4
FOTON,VIEW,2020,P9,1
FOTON,VIEW,2021,P9,2
FOTON,VIEW,2022,P9,5
FOTON,VIEW,2023,P9,12
GOLDEN DRAGON,X5,2019,P9,1
GOLDEN DRAGON,X5,2020,P9,1
GOLDEN DRAGON,X5,2023,P9,6
GREAT WALL,H1,2017,P9,2
GREAT WALL,H1,2019,P9,16
GREAT WALL,H1,2020,P9,14
GREAT WALL,H1,2021,P9,2
HICOM,ATOS,2003,P9,1
HITACHI,LANCER,2009,P9,1
HONDA,ACCENT,2004,P9,1
HONDA,ACCORD,1981,P9,13
HONDA,ACCORD,1987,P9,8
HONDA,ACCORD,1991,P9,104
HONDA,ACCORD,1993,P9,105
HONDA,ACCORD,1994,P9,86
HONDA,ACCORD,1995,P9,71
HONDA,ACCORD,1997,P9,101
HONDA,ACCORD,1998,P9,11
HONDA,ACCORD,2000,P9,67
HONDA,ACCORD,2001,P9,60
HONDA,ACCORD,2002,P9,46
HONDA,ACCORD,2003,P9,90
HONDA,ACCORD,2004,P9,327
HONDA,ACCORD,2005,P9,437
HONDA,ACCORD,2006,P9,327
HONDA,ACCORD,2007,P9,194
HONDA,ACCORD,2008,P9,589
HONDA,ACCORD,2009,P9,483
HONDA,ACCORD,2010,P9,680
HONDA,ACCORD,2011,P9,455
HONDA,ACCORD,2012,P9,351
HONDA,ACCORD,2013,P9,493
HONDA,ACCORD,2014,P9,1291
HONDA,ACCORD,2015,P9,749
HONDA,ACCORD,2016,P9,559
HONDA,ACCORD,2017,P9,507
HONDA,ACCORD,2018,P9,298
HONDA,ACCORD,2019,P9,58
HONDA,ACCORD,2020,P9,135
HONDA,ACCORD,2021,P9,102
HONDA,ACCORD,2022,P9,107
HONDA,ACCORD,2023,P9,67
HONDA,BR-V,2017,P9,2520
HONDA,BR-V,2018,P9,1483
HONDA,BR-V,2019,P9,943
HONDA,BR-V,2020,P9,509
HONDA,BR-V,2021,P9,420
HONDA,BR-V,2022,P9,302
HONDA,CITY,1996,P9,23
HONDA,CITY,1997,P9,97
HONDA,CITY,1998,P9,42
HONDA,CITY,2001,P9,41
HONDA,CITY,2003,P9,523
HONDA,CITY,2004,P9,482
HONDA,CITY,2005,P9,644
HONDA,CITY,2006,P9,728
HONDA,CITY,2007,P9,635
HONDA,CITY,2008,P9,754
HONDA,CITY,2009,P9,1692
HONDA,CITY,2010,P9,1855
HONDA,CITY,2011,P9,1070
HONDA,CITY,2012,P9,1406
HONDA,CITY,2013,P9,1749
HONDA,CITY,2014,P9,3540
HONDA,CITY,2015,P9,3405
HONDA,CITY,2016,P9,2568
HONDA,CITY,2017,P9,2632
HONDA,CITY,2018,P9,3296
HONDA,CITY,2019,P9,2898
HONDA,CITY,2020,P9,1365
HONDA,CITY,2021,P9,1509
HONDA,CITY,2022,P9,3548
HONDA,CITY,2023,P9,2157
HONDA,CIVIC,1991,P9,109
HONDA,CIVIC,1992,P9,180
HONDA,CIVIC,1993,P9,97
HONDA,CIVIC,1994,P9,133
HONDA,CIVIC,1995,P9,161
HONDA,CIVIC,1996,P9,411
HONDA,CIVIC,1997,P9,288
HONDA,CIVIC,1998,P9,57
HONDA,CIVIC,1999,P9,83
HONDA,CIVIC,2000,P9,42
HONDA,CIVIC,2001,P9,83
HONDA,CIVIC,2002,P9,54
HONDA,CIVIC,2003,P9,101
HONDA,CIVIC,2004,P9,129
HONDA,CIVIC,2005,P9,140
HONDA,CIVIC,2006,P9,435
HONDA,CIVIC,2007,P9,600
HONDA,CIVIC,2008,P9,595
HONDA,CIVIC,2009,P9,599
HONDA,CIVIC,2010,P9,776
HONDA,CIVIC,2011,P9,564
HONDA,CIVIC,2012,P9,845
HONDA,CIVIC,2013,P9,1274
HONDA,CIVIC,2014,P9,566
HONDA,CIVIC,2015,P9,497
HONDA,CIVIC,2016,P9,1311
HONDA,CIVIC,2017,P9,1677
HONDA,CIVIC,2018,P9,2212
HONDA,CIVIC,2019,P9,814
HONDA,CIVIC,2020,P9,1436
HONDA,CIVIC,2021,P9,757
HONDA,CIVIC,2022,P9,1271
HONDA,CIVIC,2023,P9,851
HONDA,CR-V,1996,P9,32
HONDA,CR-V,1997,P9,49
HONDA,CR-V,1998,P9,21
HONDA,CR-V,2000,P9,4
HONDA,CR-V,2001,P9,5
HONDA,CR-V,2002,P9,157
HONDA,CR-V,2003,P9,175
HONDA,CR-V,2004,P9,76
HONDA,CR-V,2005,P9,162
HONDA,CR-V,2006,P9,96
HONDA,CR-V,2007,P9,433
HONDA,CR-V,2008,P9,385
HONDA,CR-V,2009,P9,281
HONDA,CR-V,2010,P9,563
HONDA,CR-V,2011,P9,381
HONDA,CR-V,2012,P9,336
HONDA,CR-V,2013,P9,1160
HONDA,CR-V,2014,P9,728
HONDA,CR-V,2015,P9,1141
HONDA,CR-V,2016,P9,754
HONDA,CR-V,2017,P9,1211
HONDA,CR-V,2018,P9,2051
HONDA,CR-V,2019,P9,1820
HONDA,CR-V,2020,P9,856
HONDA,CR-V,2021,P9,1191
HONDA,CR-V,2022,P9,1571
HONDA,CR-V,2023,P9,1206
HONDA,CR-Z,2011,P9,11
HONDA,CR-Z,2012,P9,289
HONDA,CR-Z,2013,P9,201
HONDA,CROSSROAD,2008,P9,1
HONDA,CRX,1990,P9,6
HONDA,EDIX,2007,P9,2
HONDA,ELYSION,2004,P9,15
HONDA,ELYSION,2006,P9,7
HONDA,ELYSION,2008,P9,46
HONDA,ELYSION,2009,P9,3
HONDA,ELYSION,2010,P9,2
HONDA,FIT,2002,P9,3
HONDA,FIT,2017,P9,5
HONDA,FIT,2018,P9,2
HONDA,FIT,2019,P9,3
HONDA,FREED,2010,P9,131
HONDA,FREED,2011,P9,32
HONDA,FREED,2012,P9,167
HONDA,FREED,2013,P9,1
HONDA,HR-V,2015,P9,2368
HONDA,HR-V,2016,P9,2966
HONDA,HR-V,2017,P9,2295
HONDA,HR-V,2018,P9,1146
HONDA,HR-V,2019,P9,2503
HONDA,HR-V,2020,P9,1173
HONDA,HR-V,2021,P9,1457
HONDA,HR-V,2022,P9,1444
HONDA,HR-V,2023,P9,2345
HONDA,INSIGHT,2011,P9,434
HONDA,INSIGHT,2012,P9,187
HONDA,INSIGHT,2013,P9,29
HONDA,INTEGRA,1993,P9,7
HONDA,INTEGRA,1996,P9,4
HONDA,INTEGRA,2002,P9,4
HONDA,INTEGRA,2005,P9,18
HONDA,JADE,2015,P9,24
HONDA,JADE,2016,P9,12
HONDA,JADE,2018,P9,8
HONDA,JADE,2019,P9,2
HONDA,JAZZ,2003,P9,136
HONDA,JAZZ,2004,P9,219
HONDA,JAZZ,2005,P9,198
HONDA,JAZZ,2006,P9,143
HONDA,JAZZ,2008,P9,148
HONDA,JAZZ,2009,P9,20
HONDA,JAZZ,2010,P9,79
HONDA,JAZZ,2011,P9,40
HONDA,JAZZ,2012,P9,406
HONDA,JAZZ,2013,P9,674
HONDA,JAZZ,2014,P9,1542
HONDA,JAZZ,2015,P9,1686
HONDA,JAZZ,2016,P9,1623
HONDA,JAZZ,2017,P9,1320
HONDA,JAZZ,2018,P9,1380
HONDA,JAZZ,2019,P9,1177
HONDA,JAZZ,2020,P9,492
HONDA,JAZZ,2021,P9,344
HONDA,N-BOX,2017,P9,1
HONDA,N-BOX,2018,P9,6
HONDA,NSX,2017,P9,1
HONDA,ODYSSEY,1997,P9,38
HONDA,ODYSSEY,2000,P9,42
HONDA,ODYSSEY,2001,P9,16
HONDA,ODYSSEY,2002,P9,21
HONDA,ODYSSEY,2003,P9,16
HONDA,ODYSSEY,2004,P9,140
HONDA,ODYSSEY,2005,P9,155
HONDA,ODYSSEY,2006,P9,80
HONDA,ODYSSEY,2007,P9,79
HONDA,ODYSSEY,2008,P9,116
HONDA,ODYSSEY,2009,P9,146
HONDA,ODYSSEY,2010,P9,84
HONDA,ODYSSEY,2011,P9,67
HONDA,ODYSSEY,2012,P9,39
HONDA,ODYSSEY,2013,P9,75
HONDA,ODYSSEY,2014,P9,187
HONDA,ODYSSEY,2015,P9,74
HONDA,ODYSSEY,2016,P9,59
HONDA,ODYSSEY,2017,P9,80
HONDA,ODYSSEY,2018,P9,58
HONDA,ODYSSEY,2019,P9,19
HONDA,ODYSSEY,2020,P9,8
HONDA,S2000,1999,P9,2
HONDA,S2000,2000,P9,1
HONDA,S2000,2003,P9,1
HONDA,S660,2015,P9,5
HONDA,S660,2017,P9,4
HONDA,S660,2018,P9,2
HONDA,S660,2019,P9,3
HONDA,SENTRA,2005,P9,1
HONDA,SHUTTLE,2016,P9,2
HONDA,STREAM,2001,P9,51
HONDA,STREAM,2002,P9,62
HONDA,STREAM,2003,P9,158
HONDA,STREAM,2004,P9,70
HONDA,STREAM,2005,P9,100
HONDA,STREAM,2006,P9,56
HONDA,STREAM,2007,P9,126
HONDA,STREAM,2008,P9,312
HONDA,STREAM,2009,P9,188
HONDA,STREAM,2010,P9,271
HONDA,STREAM,2011,P9,106
HONDA,STREAM,2012,P9,129
HONDA,STREAM,2013,P9,62
HONDA,STREAM,2014,P9,9
HONDA,WALD,2005,P9,16
HONDA,WR-V,2023,P9,863
HUMMER,H2,2005,P9,1
HUMMER,H3,2008,P9,6
HYUNDAI,ACCENT,2004,P9,210
HYUNDAI,ACCENT,2006,P9,80
HYUNDAI,ACCENT,2008,P9,48
HYUNDAI,ACCENT,2009,P9,10
HYUNDAI,ACCENT,2011,P9,28
HYUNDAI,ATOS,2003,P9,1
HYUNDAI,ELANTRA,2001,P9,10
HYUNDAI,ELANTRA,2002,P9,6
HYUNDAI,ELANTRA,2004,P9,33
HYUNDAI,ELANTRA,2005,P9,18
HYUNDAI,ELANTRA,2008,P9,32
HYUNDAI,ELANTRA,2009,P9,21
HYUNDAI,ELANTRA,2015,P9,1140
HYUNDAI,ELANTRA,2016,P9,8
HYUNDAI,ELANTRA,2019,P9,17
HYUNDAI,ELANTRA,2021,P9,5
HYUNDAI,GETZ,2003,P9,33
HYUNDAI,GETZ,2004,P9,382
HYUNDAI,GETZ,2005,P9,339
HYUNDAI,GETZ,2006,P9,37
HYUNDAI,I10,2008,P9,23
HYUNDAI,I30,2014,P9,13
HYUNDAI,I40,2013,P9,11
HYUNDAI,I40,2014,P9,44
HYUNDAI,IONIQ,2016,P9,4
HYUNDAI,IONIQ,2017,P9,144
HYUNDAI,IONIQ,2018,P9,65
HYUNDAI,IONIQ,2019,P9,58
HYUNDAI,KONA,2020,P9,9
HYUNDAI,KONA,2021,P9,17
HYUNDAI,KONA,2022,P9,1
HYUNDAI,MATRIX,2004,P9,112
HYUNDAI,MATRIX,2005,P9,272
HYUNDAI,SONATA,2004,P9,3
HYUNDAI,SONATA,2005,P9,1
HYUNDAI,SONATA,2007,P9,15
HYUNDAI,SONATA,2010,P9,150
HYUNDAI,SONATA,2011,P9,226
HYUNDAI,SONATA,2012,P9,121
HYUNDAI,SONATA,2013,P9,81
HYUNDAI,SONATA,2014,P9,63
HYUNDAI,SONATA,2015,P9,74
HYUNDAI,SONATA,2020,P9,6
HYUNDAI,STARIA,2022,P9,20
HYUNDAI,STARIA,2023,P9,62
HYUNDAI,TRAJET,2005,P9,70
HYUNDAI,TUCSON,2005,P9,42
HYUNDAI,TUCSON,2010,P9,159
HYUNDAI,TUCSON,2011,P9,189
HYUNDAI,TUCSON,2012,P9,129
HYUNDAI,TUCSON,2013,P9,102
HYUNDAI,TUCSON,2014,P9,122
HYUNDAI,TUCSON,2015,P9,68
HYUNDAI,TUCSON,2016,P9,103
HYUNDAI,TUCSON,2017,P9,39
HYUNDAI,TUCSON,2018,P9,43
HYUNDAI,TUCSON,2019,P9,41
HYUNDAI,VELOSTER,2013,P9,37
HYUNDAI,VELOSTER,2014,P9,6
HYUNDAI,VELOSTER,2015,P9,32
INFINITI,EX25,2012,P9,2
INFINITI,FX37,2012,P9,2
INFINITI,FX37,2013,P9,1
INFINITI,M25,2013,P9,1
INFINITI,Q50,2014,P9,4
INFINITI,Q50,2015,P9,16
INFINITI,QX70,2015,P9,2
INOKOM CORPORATION SDN. BHD.,ATOS,2003,P9,437
INOKOM CORPORATION SDN. BHD.,ATOS,2004,P9,494
INOKOM CORPORATION SDN. BHD.,ATOS,2005,P9,490
INOKOM CORPORATION SDN. BHD.,ELANTRA,2012,P9,306
INOKOM CORPORATION SDN. BHD.,ELANTRA,2013,P9,517
INOKOM CORPORATION SDN. BHD.,ELANTRA,2014,P9,314
INOKOM CORPORATION SDN. BHD.,ELANTRA,2015,P9,26
INOKOM CORPORATION SDN. BHD.,ELANTRA,2016,P9,2
INOKOM CORPORATION SDN. BHD.,GETZ,2006,P9,143
INOKOM CORPORATION SDN. BHD.,GETZ,2008,P9,582
INOKOM CORPORATION SDN. BHD.,I10,2011,P9,140
INOKOM CORPORATION SDN. BHD.,I10,2012,P9,199
INOKOM CORPORATION SDN. BHD.,I10,2013,P9,117
INOKOM CORPORATION SDN. BHD.,I10,2014,P9,88
INOKOM CORPORATION SDN. BHD.,I10,2016,P9,6
INOKOM CORPORATION SDN. BHD.,MATRIX,2004,P9,540
INOKOM CORPORATION SDN. BHD.,MATRIX,2005,P9,1178
INOKOM CORPORATION SDN. BHD.,MATRIX,2006,P9,214
INOKOM CORPORATION SDN. BHD.,MATRIX,2007,P9,410
INOKOM CORPORATION SDN. BHD.,MATRIX,2008,P9,139
ISUZU,D-MAX,2010,P9,1
ISUZU,TROOPER,1997,P9,40
ISUZU,TROOPER,2003,P9,1
JAGUAR,F-PACE,2016,P9,2
JAGUAR,F-PACE,2018,P9,2
JAGUAR,S-TYPE,2000,P9,4
JAGUAR,X-TYPE,2001,P9,2
JAGUAR,XE,2015,P9,3
JAGUAR,XF,2008,P9,10
JAGUAR,XF,2010,P9,6
JAGUAR,XF,2011,P9,4
JAGUAR,XF,2012,P9,2
JAGUAR,XF,2013,P9,1
JAGUAR,XF,2014,P9,12
JAGUAR,XF,2015,P9,2
JAGUAR,XF,2016,P9,3
JAGUAR,XF,2018,P9,1
JAGUAR,XF,2020,P9,1
JAGUAR,XJ,2010,P9,1
JAGUAR,XJ,2011,P9,7
JAGUAR,XJ,2013,P9,8
JAGUAR,XJ6,1995,P9,2
JAGUAR,XJ6,2006,P9,2
JEEP,WRANGLER,2010,P9,1
JEEP,WRANGLER,2012,P9,1
JEEP,WRANGLER,2013,P9,1
JEEP,WRANGLER,2014,P9,2
JEEP,WRANGLER,2015,P9,6
JEEP,WRANGLER,2016,P9,4
JEEP,WRANGLER,2017,P9,4
JEEP,WRANGLER,2018,P9,4
JEEP,WRANGLER,2019,P9,3
JEEP,WRANGLER,2020,P9,3
KIA,CARNIVAL,2017,P9,88
KIA,CARNIVAL,2018,P9,106
KIA,CARNIVAL,2019,P9,112
KIA,CARNIVAL,2021,P9,22
KIA,CARNIVAL,2022,P9,360
KIA,CARNIVAL,2023,P9,101
KIA,CERATO,2013,P9,183
KIA,CERATO,2014,P9,457
KIA,CERATO,2015,P9,202
KIA,CERATO,2016,P9,103
KIA,CERATO,2017,P9,95
KIA,CERATO,2018,P9,142
KIA,CERATO,2019,P9,73
KIA,CERATO,2020,P9,15
KIA,FORTE,2009,P9,7
KIA,FORTE,2010,P9,14
KIA,FORTE,2011,P9,33
KIA,FORTE,2012,P9,24
KIA,OPTIMA,2005,P9,37
KIA,OPTIMA,2009,P9,2
KIA,OPTIMA,2012,P9,166
KIA,PICANTO,2005,P9,175
KIA,PICANTO,2006,P9,9
KIA,PICANTO,2010,P9,3
KIA,PICANTO,2013,P9,45
KIA,PICANTO,2014,P9,173
KIA,PICANTO,2015,P9,67
KIA,PICANTO,2016,P9,16
KIA,PICANTO,2018,P9,226
KIA,PICANTO,2019,P9,111
KIA,PREGIO,2004,P9,28
KIA,PREGIO,2007,P9,22
KIA,PREGIO,2010,P9,12
KIA,PREGIO,2011,P9,7
KIA,PREGIO,2013,P9,14
KIA,PREGIO,2014,P9,11
KIA,RIA,2005,P9,1
KIA,RIO,2004,P9,36
KIA,RIO,2013,P9,167
KIA,RIO,2014,P9,142
KIA,RIO,2015,P9,67
KIA,RIO,2016,P9,114
KIA,RIO,2017,P9,59
KIA,RIO,2018,P9,26
KIA,RIO,2019,P9,24
KIA,SEPHIA,1999,P9,1
KIA,SORENTO,2011,P9,83
KIA,SORENTO,2012,P9,47
KIA,SORENTO,2013,P9,64
KIA,SORENTO,2014,P9,71
KIA,SORENTO,2015,P9,32
KIA,SORENTO,2016,P9,45
KIA,SORENTO,2017,P9,81
KIA,SORENTO,2018,P9,66
KIA,SORENTO,2019,P9,35
KIA,SORENTO,2023,P9,14
KIA,SPECTRA,2009,P9,114
KIA,SPECTRA,2010,P9,1
KIA,SPORTAGE,2008,P9,33
KIA,SPORTAGE,2009,P9,52
KIA,SPORTAGE,2011,P9,48
KIA,SPORTAGE,2012,P9,185
KIA,SPORTAGE,2013,P9,146
KIA,SPORTAGE,2014,P9,128
KIA,SPORTAGE,2015,P9,66
KIA,SPORTAGE,2016,P9,80
KIA,SPORTAGE,2017,P9,87
KIA,SPORTAGE,2018,P9,55
KIA,SPORTAGE,2019,P9,37
LAMBORGHINI,AVENTADOR,2012,P9,1
LAMBORGHINI,AVENTADOR,2014,P9,2
LAMBORGHINI,AVENTADOR,2017,P9,2
LAMBORGHINI,AVENTADOR,2018,P9,1
LAMBORGHINI,AVENTADOR,2019,P9,2
LAMBORGHINI,GALLARDO,2009,P9,2
LAMBORGHINI,GALLARDO,2010,P9,1
LAMBORGHINI,GALLARDO,2011,P9,1
LAMBORGHINI,GALLARDO,2012,P9,2
LAMBORGHINI,HURACAN,2013,P9,1
LAMBORGHINI,HURACAN,2014,P9,4
LAMBORGHINI,HURACAN,2015,P9,3
LAMBORGHINI,HURACAN,2016,P9,2
LAMBORGHINI,HURACAN,2018,P9,3
LAMBORGHINI,HURACAN,2021,P9,1
LAMBORGHINI,URUS,2018,P9,1
LAMBORGHINI,URUS,2019,P9,8
LAMBORGHINI,URUS,2021,P9,2
LAMBORGHINI,URUS,2022,P9,2
LAND ROVER,DEFENDER,1995,P9,6
LAND ROVER,DEFENDER,1996,P9,12
LAND ROVER,DEFENDER,2000,P9,8
LAND ROVER,DEFENDER,2009,P9,2
LAND ROVER,DEFENDER,2010,P9,3
LAND ROVER,DEFENDER,2011,P9,14
LAND ROVER,DEFENDER,2012,P9,13
LAND ROVER,DEFENDER,2014,P9,11
LAND ROVER,DEFENDER,2015,P9,15
LAND ROVER,DEFENDER,2016,P9,11
LAND ROVER,DEFENDER,2020,P9,7
LAND ROVER,DEFENDER,2021,P9,11
LAND ROVER,DEFENDER,2022,P9,3
LAND ROVER,DISCOVERY,2019,P9,3
LAND ROVER,FREELANDER,2004,P9,5
LAND ROVER,FREELANDER,2005,P9,14
LEXUS,CT200H,2011,P9,132
LEXUS,CT200H,2012,P9,100
LEXUS,CT200H,2013,P9,78
LEXUS,GS250,2012,P9,15
LEXUS,GS250,2013,P9,3
LEXUS,GS300,2006,P9,4
LEXUS,GS300,2007,P9,11
LEXUS,GS350,2012,P9,4
LEXUS,IS200T,2017,P9,7
LEXUS,IS250,2006,P9,12
LEXUS,IS250,2007,P9,16
LEXUS,IS250,2008,P9,18
LEXUS,IS250,2009,P9,15
LEXUS,IS250,2010,P9,6
LEXUS,IS250,2011,P9,7
LEXUS,IS250,2012,P9,1
LEXUS,IS250,2013,P9,14
LEXUS,IS250,2014,P9,9
LEXUS,IS250,2015,P9,3
LEXUS,IS300,2019,P9,2
LEXUS,IS300,2020,P9,1
LEXUS,IS300,2021,P9,10
LEXUS,IS300,2022,P9,2
LEXUS,LC500,2017,P9,3
LEXUS,LC500,2018,P9,3
LEXUS,LC500,2020,P9,2
LEXUS,LS460,2007,P9,2
LEXUS,LS460L,2007,P9,2
LEXUS,LS460L,2012,P9,1
LEXUS,LS500,2018,P9,3
LEXUS,LS500H,2019,P9,1
LEXUS,LX450D,2019,P9,1
LEXUS,LX500D,2022,P9,1
LEXUS,LX570,2014,P9,2
LEXUS,LX570,2015,P9,4
LEXUS,LX570,2016,P9,19
LEXUS,LX570,2017,P9,7
LEXUS,LX570,2018,P9,9
LEXUS,LX570,2019,P9,10
LEXUS,NX200T,2014,P9,32
LEXUS,NX200T,2015,P9,79
LEXUS,NX200T,2016,P9,36
LEXUS,NX200T,2017,P9,15
LEXUS,NX300,2017,P9,6
LEXUS,NX300,2018,P9,72
LEXUS,NX300,2019,P9,38
LEXUS,NX300,2020,P9,18
LEXUS,NX300,2021,P9,5
LEXUS,NX350,2022,P9,3
LEXUS,RC200T,2016,P9,3
LEXUS,RC200T,2017,P9,3
LEXUS,RC300,2018,P9,2
LEXUS,RX200T,2015,P9,5
LEXUS,RX200T,2016,P9,105
LEXUS,RX200T,2017,P9,128
LEXUS,RX270,2010,P9,11
LEXUS,RX270,2011,P9,52
LEXUS,RX270,2012,P9,51
LEXUS,RX270,2013,P9,31
LEXUS,RX270,2014,P9,26
LEXUS,RX270,2015,P9,1
LEXUS,RX300,2005,P9,6
LEXUS,RX300,2006,P9,3
LEXUS,RX300,2018,P9,119
LEXUS,RX300,2019,P9,77
LEXUS,RX300,2020,P9,111
LEXUS,RX300,2021,P9,46
LEXUS,RX300,2022,P9,6
LEXUS,RX350,2008,P9,2
LEXUS,RX350,2009,P9,70
LEXUS,RX350,2010,P9,35
LEXUS,RX350,2011,P9,40
LEXUS,RX350,2012,P9,34
LEXUS,RX350,2013,P9,30
LEXUS,RX350,2014,P9,32
LEXUS,RX350,2015,P9,5
LEXUS,RX450H,2010,P9,6
LEXUS,UX200,2018,P9,2
LEXUS,UX200,2019,P9,6
MASERATI,GHIBLI,2014,P9,11
MASERATI,GHIBLI,2015,P9,14
MASERATI,GHIBLI,2016,P9,4
MASERATI,GHIBLI,2017,P9,4
MASERATI,GHIBLI,2019,P9,5
MASERATI,GRANTURISMO,2009,P9,1
MASERATI,GRANTURISMO,2010,P9,2
MASERATI,LEVANTE,2016,P9,1
MASERATI,LEVANTE,2017,P9,9
MASERATI,LEVANTE,2018,P9,6
MASERATI,LEVANTE,2019,P9,4
MASERATI,LEVANTE,2020,P9,2
MASERATI,LEVANTE,2021,P9,2
MASERATI,QUATTROPORTE,2014,P9,1
MAXUS,V80,2022,P9,1
MAZDA,2,2010,P9,149
MAZDA,2,2011,P9,175
MAZDA,2,2012,P9,171
MAZDA,2,2014,P9,24
MAZDA,2,2015,P9,447
MAZDA,2,2016,P9,260
MAZDA,2,2017,P9,181
MAZDA,2,2018,P9,87
MAZDA,2,2019,P9,106
MAZDA,2,2020,P9,17
MAZDA,2,2021,P9,22
MAZDA,2,2022,P9,35
MAZDA,2,2023,P9,2
MAZDA,3,2006,P9,10
MAZDA,3,2007,P9,4
MAZDA,3,2009,P9,46
MAZDA,3,2010,P9,83
MAZDA,3,2011,P9,161
MAZDA,3,2012,P9,271
MAZDA,3,2013,P9,90
MAZDA,3,2014,P9,194
MAZDA,3,2015,P9,279
MAZDA,3,2016,P9,312
MAZDA,3,2017,P9,88
MAZDA,3,2018,P9,131
MAZDA,3,2019,P9,114
MAZDA,3,2020,P9,89
MAZDA,3,2021,P9,154
MAZDA,3,2022,P9,35
MAZDA,3,2023,P9,201
MAZDA,323,1994,P9,13
MAZDA,5,2006,P9,34
MAZDA,5,2007,P9,5
MAZDA,5,2008,P9,18
MAZDA,5,2011,P9,56
MAZDA,5,2012,P9,55
MAZDA,5,2013,P9,10
MAZDA,5,2014,P9,21
MAZDA,5,2015,P9,11
MAZDA,5,2016,P9,4
MAZDA,5,2017,P9,1
MAZDA,6,2004,P9,9
MAZDA,6,2005,P9,1
MAZDA,6,2008,P9,11
MAZDA,6,2010,P9,46
MAZDA,6,2011,P9,56
MAZDA,6,2012,P9,39
MAZDA,6,2013,P9,200
MAZDA,6,2014,P9,108
MAZDA,6,2016,P9,18
MAZDA,6,2017,P9,21
MAZDA,6,2018,P9,8
MAZDA,6,2019,P9,32
MAZDA,6,2021,P9,8
MAZDA,6,2022,P9,6
MAZDA,6,2023,P9,14
MAZDA,8,2010,P9,23
MAZDA,8,2011,P9,51
MAZDA,8,2012,P9,63
MAZDA,8,2013,P9,25
MAZDA,8,2014,P9,8
MAZDA,8,2015,P9,2
MAZDA,B2200,1996,P9,4
MAZDA,BIANTE,2014,P9,211
MAZDA,BIANTE,2016,P9,23
MAZDA,BIANTE,2017,P9,22
MAZDA,CX-3,2022,P9,45
MAZDA,CX-3,2023,P9,208
MAZDA,CX-30,2019,P9,26
MAZDA,CX-30,2020,P9,145
MAZDA,CX-30,2021,P9,176
MAZDA,CX-30,2022,P9,179
MAZDA,CX-30,2023,P9,706
MAZDA,CX-5,2013,P9,1
MAZDA,CX-5,2019,P9,434
MAZDA,CX-5,2020,P9,809
MAZDA,CX-5,2021,P9,949
MAZDA,CX-5,2022,P9,1267
MAZDA,CX-5,2023,P9,877
MAZDA,CX-7,2006,P9,2
MAZDA,CX-7,2007,P9,18
MAZDA,CX-7,2008,P9,4
MAZDA,CX-7,2009,P9,3
MAZDA,CX-7,2010,P9,8
MAZDA,CX-8,2019,P9,82
MAZDA,CX-8,2020,P9,250
MAZDA,CX-8,2021,P9,214
MAZDA,CX-8,2022,P9,320
MAZDA,CX-8,2023,P9,369
MAZDA,CX-9,2008,P9,9
MAZDA,CX-9,2009,P9,9
MAZDA,CX-9,2010,P9,4
MAZDA,CX-9,2021,P9,2
MAZDA,CX-9,2023,P9,1
MAZDA,LANTIS,1996,P9,2
MAZDA,MX-5,2020,P9,1
MAZDA,MX-5,2021,P9,6
MAZDA,MX-5,2022,P9,3
MAZDA,MX-5,2023,P9,2
MAZDA,PREMACY,2004,P9,7
MAZDA,PREMACY,2005,P9,8
MAZDA,ROADSTER,2005,P9,1
MAZDA,ROADSTER,2018,P9,8
MAZDA,ROADSTER,2019,P9,5
MAZDA,RX-7,1992,P9,2
MAZDA,RX-7,2002,P9,1
MAZDA,RX-8,2003,P9,37
MAZDA,RX-8,2004,P9,18
MCLAREN,570GT,2018,P9,2
MCLAREN,570S,2017,P9,1
MCLAREN,570S,2018,P9,2
MCLAREN,600LT,2019,P9,2
MCLAREN,720S,2017,P9,1
MCLAREN,720S,2018,P9,2
MCLAREN,720S,2019,P9,1
MCLAREN,720S,2021,P9,1
MCLAREN,MP4-12C,2013,P9,1
MERCEDES BENZ,190E,1988,P9,5
MERCEDES BENZ,200,1983,P9,26
MERCEDES BENZ,200,1984,P9,9
MERCEDES BENZ,230E,1988,P9,37
MERCEDES BENZ,230E,1989,P9,45
MERCEDES BENZ,230E,1990,P9,45
